Timestamp,Name,Value
0.59184,"NT:/LiveWindow/Ungrouped/.type","LW Subsystem"
0.591997,"NT:/LiveWindow/Ungrouped/PIDController[3]/p",0.5
0.592092,"NT:/LiveWindow/Ungrouped/PIDController[3]/i",0
0.592104,"NT:/LiveWindow/Ungrouped/PIDController[3]/d",0
0.592119,"NT:/LiveWindow/Ungrouped/PIDController[3]/setpoint",0
0.592247,"NT:/LiveWindow/Ungrouped/navX-Sensor[4]/.name","navX-Sensor[4]"
0.592378,"NT:/LiveWindow/Ungrouped/navX-Sensor[4]/.type","Gyro"
0.596064,"NT:/LiveWindow/Ungrouped/navX-Sensor[4]/Value",0
0.596147,"NT:/LiveWindow/Ungrouped/AnalogInput[2]/.name","AnalogInput[2]"
0.596209,"NT:/LiveWindow/Ungrouped/AnalogInput[2]/.type","Analog Input"
0.597955,"NT:/LiveWindow/Ungrouped/AnalogInput[2]/Value",0
0.598054,"NT:/LiveWindow/Ungrouped/AnalogInput[3]/.name","AnalogInput[3]"
0.59809,"NT:/LiveWindow/Ungrouped/AnalogInput[3]/.type","Analog Input"
0.598141,"NT:/LiveWindow/Ungrouped/AnalogInput[3]/Value",0
0.598189,"NT:/LiveWindow/Ungrouped/PIDController[1]/.name","PIDController[1]"
0.598214,"NT:/LiveWindow/Ungrouped/PIDController[1]/.type","PIDController"
0.598282,"NT:/LiveWindow/Ungrouped/PIDController[1]/p",0.5
0.598289,"NT:/LiveWindow/Ungrouped/PIDController[1]/i",0
0.598294,"NT:/LiveWindow/Ungrouped/PIDController[1]/d",0
0.598297,"NT:/LiveWindow/Ungrouped/PIDController[1]/setpoint",0
0.598343,"NT:/LiveWindow/Ungrouped/Scheduler/.name","Scheduler"
0.599483,"NT:/LiveWindow/Ungrouped/Scheduler/.type","Scheduler"
0.602407,"NT:/LiveWindow/Ungrouped/Scheduler/Names",""
0.60249,"NT:/LiveWindow/Ungrouped/Scheduler/Ids",
0.602594,"NT:/LiveWindow/SwerveSubsystem/.name","SwerveSubsystem"
0.602663,"NT:/LiveWindow/SwerveSubsystem/.type","Subsystem"
0.607334,"NT:/LiveWindow/SwerveSubsystem/.type","LW Subsystem"
0.607398,"NT:/LiveWindow/SwerveSubsystem/.hasDefault",true
0.607439,"NT:/LiveWindow/SwerveSubsystem/.default","SwerveJoystickCmd"
0.607454,"NT:/LiveWindow/SwerveSubsystem/.hasCommand",false
0.607469,"NT:/LiveWindow/SwerveSubsystem/.command","none"
0.607517,"NT:/LiveWindow/Ungrouped/PIDController[2]/.name","PIDController[2]"
0.607538,"NT:/LiveWindow/Ungrouped/PIDController[2]/.type","PIDController"
0.607624,"NT:/LiveWindow/Ungrouped/PIDController[2]/p",0.5
0.607635,"NT:/LiveWindow/Ungrouped/PIDController[2]/i",0
0.60764,"NT:/LiveWindow/Ungrouped/PIDController[2]/d",0
0.607644,"NT:/LiveWindow/Ungrouped/PIDController[2]/setpoint",0
0.607681,"NT:/LiveWindow/Ungrouped/AnalogInput[1]/.name","AnalogInput[1]"
0.607697,"NT:/LiveWindow/Ungrouped/AnalogInput[1]/.type","Analog Input"
0.607721,"NT:/LiveWindow/Ungrouped/AnalogInput[1]/Value",0
0.60775,"NT:/LiveWindow/Ungrouped/AnalogInput[0]/.name","AnalogInput[0]"
0.607764,"NT:/LiveWindow/Ungrouped/AnalogInput[0]/.type","Analog Input"
0.60779,"NT:/LiveWindow/Ungrouped/AnalogInput[0]/Value",0
0.607817,"NT:/LiveWindow/Ungrouped/PIDController[4]/.name","PIDController[4]"
0.607831,"NT:/LiveWindow/Ungrouped/PIDController[4]/.type","PIDController"
0.607901,"NT:/LiveWindow/Ungrouped/PIDController[4]/p",0.5
0.607905,"NT:/LiveWindow/Ungrouped/PIDController[4]/i",0
0.607908,"NT:/LiveWindow/Ungrouped/PIDController[4]/d",0
0.607915,"NT:/LiveWindow/Ungrouped/PIDController[4]/setpoint",0
0.609099,"NT:/SmartDashboard/Loop Count: ",1
0.609219,"messages","Loop count 2"
0.61034,"messages","Back Left Encoder Voltage 0.000000"
0.611077,"messages","Back Right Encoder Voltage 0.000000"
0.612045,"messages","Back left Angle 1.721593"
0.613394,"messages","Back right Angle 0.681593"
0.614153,"messages","Front left Angle -0.821593"
0.614473,"messages","Front right Angle -2.201593"
0.615002,"messages","Voltage 0.000000"
0.616975,"NT:/SmartDashboard/Loop Count: ",2
0.617421,"messages","Loop count 3"
0.618448,"messages","Back Left Encoder Voltage 0.000000"
0.618915,"messages","Back Right Encoder Voltage 0.000000"
0.620247,"messages","Back left Angle 1.721593"
0.620764,"messages","Back right Angle 0.681593"
0.621092,"messages","Front left Angle -0.821593"
0.621489,"messages","Front right Angle -2.201593"
0.622065,"messages","Voltage 0.000000"
0.623483,"NT:/SmartDashboard/Loop Count: ",3
0.623929,"messages","Loop count 4"
0.624887,"messages","Back Left Encoder Voltage 0.000000"
0.625405,"messages","Back Right Encoder Voltage 0.000000"
0.626409,"messages","Back left Angle 1.721593"
0.627021,"messages","Back right Angle 0.681593"
0.627359,"messages","Front left Angle -0.821593"
0.627986,"messages","Front right Angle -2.201593"
0.62826,"messages","Voltage 0.000000"
0.628839,"NT:/SmartDashboard/Loop Count: ",4
0.629038,"messages","Loop count 5"
0.629778,"messages","Back Left Encoder Voltage 0.000000"
0.630335,"messages","Back Right Encoder Voltage 0.000000"
0.631285,"messages","Back left Angle 1.721593"
0.632039,"messages","Back right Angle 0.681593"
0.633237,"messages","Front left Angle -0.821593"
0.634243,"messages","Front right Angle -2.201593"
0.63474,"messages","Voltage 0.000000"
0.635295,"NT:/SmartDashboard/Loop Count: ",5
0.635507,"messages","Loop count 6"
0.63615,"messages","Back Left Encoder Voltage 0.000000"
0.636739,"messages","Back Right Encoder Voltage 0.000000"
0.637203,"messages","Back left Angle 1.721593"
0.637947,"messages","Back right Angle 0.681593"
0.638801,"messages","Front left Angle -0.821593"
0.639318,"messages","Front right Angle -2.201593"
0.639673,"messages","Voltage 0.000000"
0.641732,"NT:/SmartDashboard/Loop Count: ",6
0.641859,"messages","Loop count 7"
0.642478,"messages","Back Left Encoder Voltage 0.000000"
0.643634,"messages","Back Right Encoder Voltage 0.000000"
0.644747,"messages","Back left Angle 1.721593"
0.645492,"messages","Back right Angle 0.681593"
0.646285,"messages","Front left Angle -0.821593"
0.64689,"messages","Front right Angle -2.201593"
0.647359,"messages","Voltage 0.000000"
0.648593,"NT:/SmartDashboard/Loop Count: ",7
0.648726,"messages","Loop count 8"
0.649257,"messages","Back Left Encoder Voltage 0.000000"
0.649708,"messages","Back Right Encoder Voltage 0.000000"
0.650451,"messages","Back left Angle 1.721593"
0.65117,"messages","Back right Angle 0.681593"
0.651549,"messages","Front left Angle -0.821593"
0.65201,"messages","Front right Angle -2.201593"
0.652751,"messages","Voltage 0.000000"
0.659803,"NT:/SmartDashboard/Loop Count: ",8
0.660031,"messages","Loop count 9"
0.660803,"messages","Back Left Encoder Voltage 0.000000"
0.661225,"messages","Back Right Encoder Voltage 0.000000"
0.662057,"messages","Back left Angle 1.721593"
0.662892,"messages","Back right Angle 0.681593"
0.663218,"messages","Front left Angle -0.821593"
0.663544,"messages","Front right Angle -2.201593"
0.664114,"messages","Voltage 0.000000"
0.664702,"NT:/SmartDashboard/Loop Count: ",9
0.664809,"messages","Loop count 10"
0.665578,"messages","Back Left Encoder Voltage 0.000000"
0.666282,"messages","Back Right Encoder Voltage 0.000000"
0.666792,"messages","Back left Angle 1.721593"
0.667094,"messages","Back right Angle 0.681593"
0.668243,"messages","Front left Angle -0.821593"
0.668808,"messages","Front right Angle -2.201593"
0.669122,"messages","Voltage 0.000000"
0.669712,"NT:/SmartDashboard/Loop Count: ",10
0.669807,"messages","Loop count 11"
0.670208,"messages","Back Left Encoder Voltage 0.000000"
0.670575,"messages","Back Right Encoder Voltage 0.000000"
0.671182,"messages","Back left Angle 1.721593"
0.671475,"messages","Back right Angle 0.681593"
0.671768,"messages","Front left Angle -0.821593"
0.672087,"messages","Front right Angle -2.201593"
0.672538,"messages","Voltage 0.000000"
0.674058,"NT:/SmartDashboard/Loop Count: ",11
0.674252,"messages","Loop count 12"
0.675012,"messages","Back Left Encoder Voltage 0.000000"
0.676069,"messages","Back Right Encoder Voltage 0.000000"
0.677036,"messages","Back left Angle 1.721593"
0.678028,"messages","Back right Angle 0.681593"
0.678662,"messages","Front left Angle -0.821593"
0.679155,"messages","Front right Angle -2.201593"
0.67982,"messages","Voltage 0.000000"
0.681825,"NT:/SmartDashboard/Loop Count: ",12
0.682015,"messages","Loop count 13"
0.682623,"messages","Back Left Encoder Voltage 0.000000"
0.683065,"messages","Back Right Encoder Voltage 0.000000"
0.684236,"messages","Back left Angle 1.721593"
0.684971,"messages","Back right Angle 0.681593"
0.686053,"messages","Front left Angle -0.821593"
0.686746,"messages","Front right Angle -2.201593"
0.687107,"messages","Voltage 0.000000"
0.6886,"NT:/SmartDashboard/Loop Count: ",13
0.68875,"messages","Loop count 14"
0.689312,"messages","Back Left Encoder Voltage 0.000000"
0.689779,"messages","Back Right Encoder Voltage 0.000000"
0.690346,"messages","Back left Angle 1.721593"
0.691454,"messages","Back right Angle 0.681593"
0.692197,"messages","Front left Angle -0.821593"
0.692722,"messages","Front right Angle -2.201593"
0.692963,"messages","Voltage 0.000000"
0.693723,"NT:/SmartDashboard/Loop Count: ",14
0.693934,"messages","Loop count 15"
0.695078,"messages","Back Left Encoder Voltage 0.000000"
0.695594,"messages","Back Right Encoder Voltage 0.000000"
0.695961,"messages","Back left Angle 1.721593"
0.696229,"messages","Back right Angle 0.681593"
0.696571,"messages","Front left Angle -0.821593"
0.697369,"messages","Front right Angle -2.201593"
0.698032,"messages","Voltage 0.000000"
0.699051,"NT:/SmartDashboard/Loop Count: ",15
0.699148,"messages","Loop count 16"
0.69955,"messages","Back Left Encoder Voltage 0.000000"
0.699824,"messages","Back Right Encoder Voltage 0.000000"
0.700524,"messages","Back left Angle 1.721593"
0.700951,"messages","Back right Angle 0.681593"
0.701366,"messages","Front left Angle -0.821593"
0.70189,"messages","Front right Angle -2.201593"
0.702282,"messages","Voltage 0.000000"
0.703636,"NT:/SmartDashboard/Loop Count: ",16
0.703769,"messages","Loop count 17"
0.704332,"messages","Back Left Encoder Voltage 0.000000"
0.704614,"messages","Back Right Encoder Voltage 0.000000"
0.704901,"messages","Back left Angle 1.721593"
0.705172,"messages","Back right Angle 0.681593"
0.705533,"messages","Front left Angle -0.821593"
0.705973,"messages","Front right Angle -2.201593"
0.706267,"messages","Voltage 0.000000"
0.708882,"NT:/SmartDashboard/Loop Count: ",17
0.709038,"messages","Loop count 18"
0.709552,"messages","Back Left Encoder Voltage 0.000000"
0.709807,"messages","Back Right Encoder Voltage 0.000000"
0.710079,"messages","Back left Angle 1.721593"
0.710334,"messages","Back right Angle 0.681593"
0.710753,"messages","Front left Angle -0.821593"
0.711746,"messages","Front right Angle -2.201593"
0.712312,"messages","Voltage 0.000000"
0.713756,"NT:/SmartDashboard/Loop Count: ",18
0.714047,"messages","Loop count 19"
0.714837,"messages","Back Left Encoder Voltage 0.000000"
0.715665,"messages","Back Right Encoder Voltage 0.000000"
0.716259,"messages","Back left Angle 1.721593"
0.716735,"messages","Back right Angle 0.681593"
0.71726,"messages","Front left Angle -0.821593"
0.71805,"messages","Front right Angle -2.201593"
0.718987,"messages","Voltage 0.000000"
0.720279,"NT:/SmartDashboard/Loop Count: ",19
0.720387,"messages","Loop count 20"
0.720764,"messages","Back Left Encoder Voltage 0.000000"
0.721076,"messages","Back Right Encoder Voltage 0.000000"
0.721592,"messages","Back left Angle 1.721593"
0.722648,"messages","Back right Angle 0.681593"
0.723123,"messages","Front left Angle -0.821593"
0.723395,"messages","Front right Angle -2.201593"
0.723604,"messages","Voltage 0.000000"
0.724175,"NT:/SmartDashboard/Loop Count: ",20
0.724352,"messages","Loop count 21"
0.725352,"messages","Back Left Encoder Voltage 0.000000"
0.725695,"messages","Back Right Encoder Voltage 0.000000"
0.725972,"messages","Back left Angle 1.721593"
0.726648,"messages","Back right Angle 0.681593"
0.726986,"messages","Front left Angle -0.821593"
0.727276,"messages","Front right Angle -2.201593"
0.727627,"messages","Voltage 0.000000"
0.740591,"NT:/SmartDashboard/Loop Count: ",21
0.740709,"messages","Loop count 22"
0.741671,"messages","Back Left Encoder Voltage 0.000000"
0.742671,"messages","Back Right Encoder Voltage 0.000000"
0.743258,"messages","Back left Angle 1.721593"
0.743706,"messages","Back right Angle 0.681593"
0.744513,"messages","Front left Angle -0.821593"
0.744896,"messages","Front right Angle -2.201593"
0.745124,"messages","Voltage 0.000000"
0.759643,"NT:/SmartDashboard/Loop Count: ",22
0.759798,"messages","Loop count 23"
0.761827,"messages","Back Left Encoder Voltage 0.000000"
0.762296,"messages","Back Right Encoder Voltage 0.000000"
0.762583,"messages","Back left Angle 1.721593"
0.762983,"messages","Back right Angle 0.681593"
0.763687,"messages","Front left Angle -0.821593"
0.764332,"messages","Front right Angle -2.201593"
0.764832,"messages","Voltage 0.000000"
0.779662,"NT:/SmartDashboard/Loop Count: ",23
0.779937,"messages","Loop count 24"
0.780658,"messages","Back Left Encoder Voltage 0.000000"
0.780954,"messages","Back Right Encoder Voltage 0.000000"
0.781274,"messages","Back left Angle 1.721593"
0.781557,"messages","Back right Angle 0.681593"
0.782073,"messages","Front left Angle -0.821593"
0.782451,"messages","Front right Angle -2.201593"
0.782743,"messages","Voltage 0.000000"
0.79983,"NT:/SmartDashboard/Loop Count: ",24
0.800299,"messages","Loop count 25"
0.801536,"messages","Back Left Encoder Voltage 0.000000"
0.801852,"messages","Back Right Encoder Voltage 0.000000"
0.80217,"messages","Back left Angle 1.721593"
0.802464,"messages","Back right Angle 0.681593"
0.803462,"messages","Front left Angle -0.821593"
0.804117,"messages","Front right Angle -2.201593"
0.804629,"messages","Voltage 0.000000"
0.819795,"NT:/SmartDashboard/Loop Count: ",25
0.820037,"messages","Loop count 26"
0.820833,"messages","Back Left Encoder Voltage 0.000000"
0.82118,"messages","Back Right Encoder Voltage 0.000000"
0.821795,"messages","Back left Angle 1.721593"
0.822991,"messages","Back right Angle 0.681593"
0.825019,"messages","Front left Angle -0.821593"
0.827691,"messages","Front right Angle -2.201593"
0.828077,"messages","Voltage 0.000000"
0.839471,"NT:/SmartDashboard/Loop Count: ",26
0.839717,"messages","Loop count 27"
0.840328,"messages","Back Left Encoder Voltage 0.000000"
0.84065,"messages","Back Right Encoder Voltage 0.000000"
0.840953,"messages","Back left Angle 1.721593"
0.84117,"messages","Back right Angle 0.681593"
0.841394,"messages","Front left Angle -0.821593"
0.841712,"messages","Front right Angle -2.201593"
0.84247,"messages","Voltage 0.000000"
0.859791,"NT:/SmartDashboard/Loop Count: ",27
0.860026,"messages","Loop count 28"
0.860533,"messages","Back Left Encoder Voltage 0.000000"
0.861035,"messages","Back Right Encoder Voltage 0.000000"
0.861791,"messages","Back left Angle 1.721593"
0.862185,"messages","Back right Angle 0.681593"
0.862583,"messages","Front left Angle -0.821593"
0.862851,"messages","Front right Angle -2.201593"
0.863193,"messages","Voltage 0.000000"
0.881195,"NT:/SmartDashboard/Loop Count: ",28
0.881479,"messages","Loop count 29"
0.883052,"messages","Back Left Encoder Voltage 0.000000"
0.883944,"messages","Back Right Encoder Voltage 0.000000"
0.884445,"messages","Back left Angle 1.721593"
0.885366,"messages","Back right Angle 0.681593"
0.887396,"messages","Front left Angle -0.821593"
0.889646,"messages","Front right Angle -2.201593"
0.890275,"messages","Voltage 0.000000"
0.899693,"NT:/SmartDashboard/Loop Count: ",29
0.899989,"messages","Loop count 30"
0.90416,"messages","Back Left Encoder Voltage 0.000000"
0.904836,"messages","Back Right Encoder Voltage 0.000000"
0.905172,"messages","Back left Angle 1.721593"
0.90545,"messages","Back right Angle 0.681593"
0.905763,"messages","Front left Angle -0.821593"
0.906005,"messages","Front right Angle -2.201593"
0.906472,"messages","Voltage 0.000000"
0.919507,"NT:/SmartDashboard/Loop Count: ",30
0.919729,"messages","Loop count 31"
0.921042,"messages","Back Left Encoder Voltage 0.000000"
0.921865,"messages","Back Right Encoder Voltage 0.000000"
0.922236,"messages","Back left Angle 1.721593"
0.922713,"messages","Back right Angle 0.681593"
0.923371,"messages","Front left Angle -0.821593"
0.924412,"messages","Front right Angle -2.201593"
0.924823,"messages","Voltage 0.000000"
0.940497,"NT:/SmartDashboard/Loop Count: ",31
0.940612,"messages","Loop count 32"
0.941065,"messages","Back Left Encoder Voltage 0.000000"
0.941561,"messages","Back Right Encoder Voltage 0.000000"
0.942055,"messages","Back left Angle 1.721593"
0.94237,"messages","Back right Angle 0.681593"
0.942615,"messages","Front left Angle -0.821593"
0.942943,"messages","Front right Angle -2.201593"
0.943588,"messages","Voltage 0.000000"
0.960109,"NT:/SmartDashboard/Loop Count: ",32
0.960379,"messages","Loop count 33"
0.960711,"messages","Back Left Encoder Voltage 0.000000"
0.960912,"messages","Back Right Encoder Voltage 0.000000"
0.961082,"messages","Back left Angle 1.721593"
0.961249,"messages","Back right Angle 0.681593"
0.961439,"messages","Front left Angle -0.821593"
0.961645,"messages","Front right Angle -2.201593"
0.961852,"messages","Voltage 0.000000"
0.979607,"NT:/SmartDashboard/Loop Count: ",33
0.979736,"messages","Loop count 34"
0.980177,"messages","Back Left Encoder Voltage 0.000000"
0.980414,"messages","Back Right Encoder Voltage 0.000000"
0.980637,"messages","Back left Angle 1.721593"
0.980976,"messages","Back right Angle 0.681593"
0.98146,"messages","Front left Angle -0.821593"
0.981695,"messages","Front right Angle -2.201593"
0.981925,"messages","Voltage 0.000000"
0.999486,"NT:/SmartDashboard/Loop Count: ",34
0.999622,"messages","Loop count 35"
1.000076,"messages","Back Left Encoder Voltage 0.000000"
1.00036,"messages","Back Right Encoder Voltage 0.000000"
1.000615,"messages","Back left Angle 1.721593"
1.000955,"messages","Back right Angle 0.681593"
1.001629,"messages","Front left Angle -0.821593"
1.002058,"messages","Front right Angle -2.201593"
1.002299,"messages","Voltage 0.000000"
1.019832,"NT:/SmartDashboard/Loop Count: ",35
1.020036,"messages","Loop count 36"
1.02061,"messages","Back Left Encoder Voltage 0.000000"
1.020836,"messages","Back Right Encoder Voltage 0.000000"
1.021073,"messages","Back left Angle 1.721593"
1.021432,"messages","Back right Angle 0.681593"
1.02202,"messages","Front left Angle -0.821593"
1.022776,"messages","Front right Angle -2.201593"
1.023149,"messages","Voltage 0.000000"
1.03949,"NT:/SmartDashboard/Loop Count: ",36
1.039575,"messages","Loop count 37"
1.039877,"messages","Back Left Encoder Voltage 0.000000"
1.04016,"messages","Back Right Encoder Voltage 0.000000"
1.040624,"messages","Back left Angle 1.721593"
1.040989,"messages","Back right Angle 0.681593"
1.041175,"messages","Front left Angle -0.821593"
1.041881,"messages","Front right Angle -2.201593"
1.042122,"messages","Voltage 0.000000"
1.059845,"NT:/SmartDashboard/Loop Count: ",37
1.059998,"messages","Loop count 38"
1.060602,"messages","Back Left Encoder Voltage 0.000000"
1.061156,"messages","Back Right Encoder Voltage 0.000000"
1.061867,"messages","Back left Angle 1.721593"
1.062351,"messages","Back right Angle 0.681593"
1.062695,"messages","Front left Angle -0.821593"
1.062942,"messages","Front right Angle -2.201593"
1.063189,"messages","Voltage 0.000000"
1.079492,"NT:/SmartDashboard/Loop Count: ",38
1.079604,"messages","Loop count 39"
1.080131,"messages","Back Left Encoder Voltage 0.000000"
1.080808,"messages","Back Right Encoder Voltage 0.000000"
1.081109,"messages","Back left Angle 1.721593"
1.081427,"messages","Back right Angle 0.681593"
1.081651,"messages","Front left Angle -0.821593"
1.081905,"messages","Front right Angle -2.201593"
1.082439,"messages","Voltage 0.000000"
1.099473,"NT:/SmartDashboard/Loop Count: ",39
1.099607,"messages","Loop count 40"
1.100275,"messages","Back Left Encoder Voltage 0.000000"
1.100537,"messages","Back Right Encoder Voltage 0.000000"
1.100805,"messages","Back left Angle 1.721593"
1.101006,"messages","Back right Angle 0.681593"
1.10146,"messages","Front left Angle -0.821593"
1.101937,"messages","Front right Angle -2.201593"
1.102238,"messages","Voltage 0.000000"
1.119598,"NT:/SmartDashboard/Loop Count: ",40
1.119789,"messages","Loop count 41"
1.120169,"messages","Back Left Encoder Voltage 0.000000"
1.120485,"messages","Back Right Encoder Voltage 0.000000"
1.120667,"messages","Back left Angle 1.721593"
1.120833,"messages","Back right Angle 0.681593"
1.12098,"messages","Front left Angle -0.821593"
1.121129,"messages","Front right Angle -2.201593"
1.121299,"messages","Voltage 0.000000"
1.140426,"NT:/SmartDashboard/Loop Count: ",41
1.140507,"messages","Loop count 42"
1.140785,"messages","Back Left Encoder Voltage 0.000000"
1.140948,"messages","Back Right Encoder Voltage 0.000000"
1.141099,"messages","Back left Angle 1.721593"
1.14125,"messages","Back right Angle 0.681593"
1.141403,"messages","Front left Angle -0.821593"
1.141571,"messages","Front right Angle -2.201593"
1.141726,"messages","Voltage 0.000000"
1.159679,"NT:/SmartDashboard/Loop Count: ",42
1.159831,"messages","Loop count 43"
1.160492,"messages","Back Left Encoder Voltage 0.000000"
1.160872,"messages","Back Right Encoder Voltage 0.000000"
1.161465,"messages","Back left Angle 1.721593"
1.162235,"messages","Back right Angle 0.681593"
1.162573,"messages","Front left Angle -0.821593"
1.162849,"messages","Front right Angle -2.201593"
1.163091,"messages","Voltage 0.000000"
1.180905,"NT:/SmartDashboard/Loop Count: ",43
1.181061,"messages","Loop count 44"
1.181777,"messages","Back Left Encoder Voltage 0.000000"
1.182153,"messages","Back Right Encoder Voltage 0.000000"
1.182357,"messages","Back left Angle 1.721593"
1.18306,"messages","Back right Angle 0.681593"
1.183813,"messages","Front left Angle -0.821593"
1.184529,"messages","Front right Angle -2.201593"
1.186753,"messages","Voltage 0.000000"
1.199611,"NT:/SmartDashboard/Loop Count: ",44
1.199763,"messages","Loop count 45"
1.200193,"messages","Back Left Encoder Voltage 0.000000"
1.200506,"messages","Back Right Encoder Voltage 0.000000"
1.200813,"messages","Back left Angle 1.721593"
1.201014,"messages","Back right Angle 0.681593"
1.20126,"messages","Front left Angle -0.821593"
1.201432,"messages","Front right Angle -2.201593"
1.201607,"messages","Voltage 0.000000"
1.219834,"NT:/SmartDashboard/Loop Count: ",45
1.220617,"messages","Loop count 46"
1.22111,"messages","Back Left Encoder Voltage 0.000000"
1.221482,"messages","Back Right Encoder Voltage 0.000000"
1.221866,"messages","Back left Angle 1.721593"
1.222102,"messages","Back right Angle 0.681593"
1.222361,"messages","Front left Angle -0.821593"
1.222654,"messages","Front right Angle -2.201593"
1.223111,"messages","Voltage 0.000000"
1.239744,"NT:/SmartDashboard/Loop Count: ",46
1.239958,"messages","Loop count 47"
1.241889,"messages","Back Left Encoder Voltage 0.000000"
1.242685,"messages","Back Right Encoder Voltage 0.000000"
1.243051,"messages","Back left Angle 1.721593"
1.243419,"messages","Back right Angle 0.681593"
1.243785,"messages","Front left Angle -0.821593"
1.244283,"messages","Front right Angle -2.201593"
1.244561,"messages","Voltage 0.000000"
1.259479,"NT:/SmartDashboard/Loop Count: ",47
1.259647,"messages","Loop count 48"
1.259954,"messages","Back Left Encoder Voltage 0.000000"
1.260111,"messages","Back Right Encoder Voltage 0.000000"
1.260361,"messages","Back left Angle 1.721593"
1.260593,"messages","Back right Angle 0.681593"
1.260973,"messages","Front left Angle -0.821593"
1.261475,"messages","Front right Angle -2.201593"
1.261781,"messages","Voltage 0.000000"
1.279632,"NT:/SmartDashboard/Loop Count: ",48
1.27973,"messages","Loop count 49"
1.280816,"messages","Back Left Encoder Voltage 0.000000"
1.282026,"messages","Back Right Encoder Voltage 0.000000"
1.284444,"messages","Back left Angle 1.721593"
1.285421,"messages","Back right Angle 0.681593"
1.288556,"messages","Front left Angle -0.821593"
1.294409,"messages","Front right Angle -2.201593"
1.297187,"messages","Voltage 0.000000"
1.301198,"NT:/SmartDashboard/Loop Count: ",49
1.310097,"messages","Loop count 50"
1.339104,"messages","Back Left Encoder Voltage 0.000000"
1.341474,"messages","Back Right Encoder Voltage 0.000000"
1.342761,"messages","Back left Angle 1.721593"
1.34478,"messages","Back right Angle 0.681593"
1.345146,"messages","Front left Angle -0.821593"
1.345471,"messages","Front right Angle -2.201593"
1.346342,"messages","Voltage 0.000000"
1.357276,"NT:/SmartDashboard/Loop Count: ",50
1.357377,"messages","Loop count 51"
1.357841,"messages","Back Left Encoder Voltage 0.000000"
1.358157,"messages","Back Right Encoder Voltage 0.000000"
1.358402,"messages","Back left Angle 1.721593"
1.358717,"messages","Back right Angle 0.681593"
1.358976,"messages","Front left Angle -0.821593"
1.359235,"messages","Front right Angle -2.201593"
1.359675,"messages","Voltage 0.000000"
1.360679,"NT:/SmartDashboard/Loop Count: ",51
1.360991,"messages","Loop count 52"
1.361914,"messages","Back Left Encoder Voltage 0.000000"
1.362546,"messages","Back Right Encoder Voltage 0.000000"
1.363047,"messages","Back left Angle 1.721593"
1.363689,"messages","Back right Angle 0.681593"
1.36407,"messages","Front left Angle -0.821593"
1.364301,"messages","Front right Angle -2.201593"
1.364616,"messages","Voltage 0.000000"
